App§Category§Rating§Reviews§Size§Installs§Type§Price§Content Rating§Genres§Last Updated§Current Ver§Android Ver
free video calls and chat§COMMUNICATION§4.2§594728§Varies with device§50,000,000+§Free§0§Everyone§Communication§July 19, 2018§7.3(800241)§4.4 and up
WeChat§COMMUNICATION§4.2§5387446§Varies with device§100,000,000+§Free§0§Everyone§Communication§July 31, 2018§Varies with device§Varies with device
Talkray - Free Calls & Texts§COMMUNICATION§4.2§244863§Varies with device§10,000,000+§Free§0§Everyone§Communication§May 29, 2018§Varies with device§Varies with device
LINE: Free Calls & Messages§COMMUNICATION§4.2§10790289§Varies with device§500,000,000+§Free§0§Everyone§Communication§July 26, 2018§Varies with device§Varies with device
Moco+ - Chat, Meet People§DATING§4.2§1545§Varies with device§10,000+§Paid§$3.99§Mature 17+§Dating§June 19, 2018§2.6.139§4.1 and up
Hinge: Dating & Relationships§DATING§4.2§7779§12M§500,000+§Free§0§Mature 17+§Dating§August 3, 2018§6.1.3§5.0 and up
Moco - Chat, Meet People§DATING§4.2§313724§Varies with device§10,000,000+§Free§0§Mature 17+§Dating§August 4, 2018§2.6.141§4.1 and up
Chispa, the Dating App for Latino, Latina Singles§DATING§4.2§4195§24M§100,000+§Free§0§Mature 17+§Dating§July 25, 2018§1.6.1§4.4 and up
FastMeet: Chat, Dating, Love§DATING§4.2§22544§5.9M§1,000,000+§Free§0§Mature 17+§Dating§July 27, 2018§1.31.4§4.0.3 and up
NoBuffDating - Free Dating App§DATING§4.2§1939§Varies with device§100,000+§Free§0§Mature 17+§Dating§January 8, 2017§1.0.0§4.0 and up
Meet4U - Chat, Love, Singles!§DATING§4.2§40035§6.5M§1,000,000+§Free§0§Mature 17+§Dating§July 27, 2018§1.31.3§4.0.3 and up
Meet24 - Love, Chat, Singles§DATING§4.2§57081§7.9M§1,000,000+§Free§0§Mature 17+§Dating§July 27, 2018§1.31.3§4.0.3 and up
ChatVideo Meet new people§DATING§4.2§63986§20M§5,000,000+§Free§0§Mature 17+§Dating§May 31, 2018§3.0.15§4.0 and up
USA Singles Meet, Match and Date Free - Date§DATING§4.2§5084§9.6M§100,000+§Free§0§Mature 17+§Dating§August 3, 2018§1.55§4.1 and up
Hinge: Dating & Relationships§DATING§4.2§7779§12M§500,000+§Free§0§Mature 17+§Dating§August 3, 2018§6.1.3§5.0 and up
Moco - Chat, Meet People§DATING§4.2§313724§Varies with device§10,000,000+§Free§0§Mature 17+§Dating§August 4, 2018§2.6.141§4.1 and up
Chispa, the Dating App for Latino, Latina Singles§DATING§4.2§4195§24M§100,000+§Free§0§Mature 17+§Dating§July 25, 2018§1.6.1§4.4 and up
Moco+ - Chat, Meet People§DATING§4.2§1546§Varies with device§10,000+§Paid§$3.99§Mature 17+§Dating§June 19, 2018§2.6.139§4.1 and up
FastMeet: Chat, Dating, Love§DATING§4.2§22545§5.9M§1,000,000+§Free§0§Mature 17+§Dating§July 27, 2018§1.31.4§4.0.3 and up
Meet24 - Love, Chat, Singles§DATING§4.2§57083§7.9M§1,000,000+§Free§0§Mature 17+§Dating§July 27, 2018§1.31.3§4.0.3 and up
Russian Dating & Chat for Russian speaking RusDate§DATING§4.2§1059§18M§100,000+§Free§0§Mature 17+§Dating§July 26, 2018§1.17§4.2 and up
Hitwe - meet people and chat§DATING§4.2§243950§21M§10,000,000+§Free§0§Mature 17+§Dating§May 10, 2018§4.3.2§4.1 and up
JustSayHi- Dating App. Chat & Meet Singles Nearby§DATING§4.2§5152§38M§100,000+§Free§0§Mature 17+§Dating§July 26, 2018§3.6.3§4.1 and up
Meet4U - Chat, Love, Singles!§DATING§4.2§40039§6.5M§1,000,000+§Free§0§Mature 17+§Dating§July 27, 2018§1.31.3§4.0.3 and up
Chatting - Free chat, random chat, boyfriend, girlfriend§DATING§4.2§2506§6.1M§500,000+§Free§0§Mature 17+§Dating§June 15, 2017§3.0.0§4.0 and up
French Chat Room§DATING§4.2§24§4.9M§1,000+§Free§0§Mature 17+§Dating§July 11, 2018§1.0§4.0.3 and up
Mermaids§EDUCATION§4.2§14286§Varies with device§5,000,000+§Free§0§Everyone§Education;Creativity§April 26, 2018§Varies with device§4.1 and up
PBS KIDS Video§EDUCATION§4.2§36212§Varies with device§5,000,000+§Free§0§Everyone§Education;Music & Video§July 12, 2018§Varies with device§Varies with device
Kanji test · Han search Kanji training (free version)§EDUCATION§4.2§6736§22M§1,000,000+§Free§0§Mature 17+§Education§October 17, 2017§2.51.0§4.0.3 and up
Free intellectual training game application |§EDUCATION§4.2§5741§84M§1,000,000+§Free§0§Everyone§Education;Pretend Play§July 25, 2018§3.7.0§4.4 and up
Lumosity: #1 Brain Games & Cognitive Training App§EDUCATION§4.2§215301§Varies with device§10,000,000+§Free§0§Everyone§Education§August 1, 2018§Varies with device§Varies with device
Lumosity: #1 Brain Games & Cognitive Training App§EDUCATION§4.2§215301§Varies with device§10,000,000+§Free§0§Everyone§Education§August 1, 2018§Varies with device§Varies with device
Lynda - Online Training Videos§EDUCATION§4.2§8599§17M§1,000,000+§Free§0§Everyone§Education§July 11, 2018§4.9.10§4.1 and up
GMAT Question Bank§EDUCATION§4.2§240§29M§10,000+§Free§0§Everyone§Education§April 29, 2015§1.2.0§2.3.3 and up
play2prep: ACT, SAT prep§EDUCATION§4.2§3692§4.4M§100,000+§Free§0§Everyone§Education§July 23, 2015§4.1.3§2.3.3 and up
SAT Vocabulary§EDUCATION§4.2§642§Varies with device§50,000+§Free§0§Everyone§Education§June 5, 2018§Varies with device§Varies with device
SAT Flashcards: Prep & Vocabulary§EDUCATION§4.2§2277§Varies with device§100,000+§Free§0§Everyone§Education§November 7, 2017§Varies with device§Varies with device
Google Classroom§EDUCATION§4.2§69493§Varies with device§10,000,000+§Free§0§Everyone§Education§July 19, 2018§Varies with device§Varies with device
Lynda - Online Training Videos§EDUCATION§4.2§8599§17M§1,000,000+§Free§0§Everyone§Education§July 11, 2018§4.9.10§4.1 and up
Learn English with Phrases§EDUCATION§4.2§5695§Varies with device§1,000,000+§Free§0§Everyone§Education§September 28, 2017§Varies with device§Varies with device
Study Checker§EDUCATION§4.2§3816§2.6M§500,000+§Free§0§Everyone§Education§May 4, 2016§3.6.0.115_FN§2.3 and up
Teacher's Gradebook - Additio§EDUCATION§4.2§3241§16M§100,000+§Free§0§Everyone§Education§August 1, 2018§4.8.2§4.0.3 and up
Google Classroom§EDUCATION§4.2§69498§Varies with device§10,000,000+§Free§0§Everyone§Education§July 19, 2018§Varies with device§Varies with device
Timetable§EDUCATION§4.2§40209§Varies with device§1,000,000+§Free§0§Everyone§Education§May 24, 2018§Varies with device§Varies with device
Google Classroom§EDUCATION§4.2§69498§Varies with device§10,000,000+§Free§0§Everyone§Education§July 19, 2018§Varies with device§Varies with device
Pluto TV - It’s Free TV§ENTERTAINMENT§4.2§28948§Varies with device§1,000,000+§Free§0§Teen§Entertainment§August 4, 2018§Varies with device§Varies with device
TV+§ENTERTAINMENT§4.2§98509§Varies with device§5,000,000+§Free§0§Everyone§Entertainment§June 28, 2018§Varies with device§Varies with device
Vigo Lite§ENTERTAINMENT§4.2§10291§6.5M§5,000,000+§Free§0§Teen§Entertainment§August 4, 2018§3.7.3§4.0.3 and up
Talking Ginger 2§ENTERTAINMENT§4.2§702975§49M§50,000,000+§Free§0§Everyone§Entertainment§July 5, 2018§2.6.6.11§4.1 and up
Girly Lock Screen Wallpaper with Quotes§ENTERTAINMENT§4.2§32458§18M§5,000,000+§Free§0§Everyone§Entertainment§June 19, 2018§2.2§4.1 and up
Amazon Prime Video§ENTERTAINMENT§4.2§411683§24M§50,000,000+§Free§0§Teen§Entertainment§August 2, 2018§3.0.231.18141§4.1 and up
IMDb Movies & TV§ENTERTAINMENT§4.2§501498§12M§100,000,000+§Free§0§Teen§Entertainment§July 26, 2018§Varies with device§Varies with device
YouTube Gaming§ENTERTAINMENT§4.2§130549§Varies with device§5,000,000+§Free§0§Teen§Entertainment§June 27, 2018§2.08.78.2§4.1 and up
PlayStation App§ENTERTAINMENT§4.2§613059§25M§50,000,000+§Free§0§Everyone§Entertainment§July 26, 2018§18.07.0§4.1 and up
IMDb Movies & TV§ENTERTAINMENT§4.2§501497§12M§100,000,000+§Free§0§Teen§Entertainment§July 26, 2018§Varies with device§Varies with device
Animal Planet GO§ENTERTAINMENT§4.2§2442§9.6M§100,000+§Free§0§Teen§Entertainment§July 24, 2018§2.9.4§4.1 and up
DramaFever: Stream Asian Drama Shows & Movies§ENTERTAINMENT§4.2§155234§22M§1,000,000+§Free§0§Teen§Entertainment§August 1, 2018§01.01.66§4.4 and up
Nick§ENTERTAINMENT§4.2§123279§25M§10,000,000+§Free§0§Everyone 10+§Entertainment;Music & Video§January 24, 2018§2.0.8§4.4 and up
BET NOW - Watch Shows§ENTERTAINMENT§4.2§14807§19M§1,000,000+§Free§0§Teen§Entertainment§July 8, 2018§11.45.0§4.4 and up
SHOWTIME§ENTERTAINMENT§4.2§12398§Varies with device§1,000,000+§Free§0§Teen§Entertainment§July 2, 2018§Varies with device§Varies with device
IMDb Movies & TV§ENTERTAINMENT§4.2§501498§12M§100,000,000+§Free§0§Teen§Entertainment§July 26, 2018§Varies with device§Varies with device
Nick§ENTERTAINMENT§4.2§123279§25M§10,000,000+§Free§0§Everyone 10+§Entertainment;Music & Video§January 24, 2018§2.0.8§4.4 and up
BET NOW - Watch Shows§ENTERTAINMENT§4.2§14807§19M§1,000,000+§Free§0§Teen§Entertainment§July 8, 2018§11.45.0§4.4 and up
Nick§ENTERTAINMENT§4.2§123279§25M§10,000,000+§Free§0§Everyone 10+§Entertainment;Music & Video§January 24, 2018§2.0.8§4.4 and up
SHOWTIME§ENTERTAINMENT§4.2§12398§Varies with device§1,000,000+§Free§0§Teen§Entertainment§July 2, 2018§Varies with device§Varies with device
BET NOW - Watch Shows§ENTERTAINMENT§4.2§14807§19M§1,000,000+§Free§0§Teen§Entertainment§July 8, 2018§11.45.0§4.4 and up
Nick Jr. - Shows & Games§ENTERTAINMENT§4.2§8968§35M§1,000,000+§Free§0§Everyone§Entertainment;Music & Video§January 23, 2018§1.0.20§4.4 and up
Nick§ENTERTAINMENT§4.2§123279§25M§10,000,000+§Free§0§Everyone 10+§Entertainment;Music & Video§January 24, 2018§2.0.8§4.4 and up
Funny Quotes Free§ENTERTAINMENT§4.2§23666§3.6M§1,000,000+§Free§0§Teen§Entertainment§May 4, 2018§8.1§4.0 and up
Meme Creator§ENTERTAINMENT§4.2§38769§44M§1,000,000+§Free§0§Mature 17+§Entertainment§September 22, 2015§7.2.3§2.3 and up
DroidAdmin for Android - Advice§EVENTS§4.2§811§2.8M§10,000+§Free§0§Everyone§Events§May 29, 2018§3.8§4.0 and up
Events High - Meet Your City!§EVENTS§4.2§3200§Varies with device§100,000+§Free§0§Everyone 10+§Events§June 23, 2018§Varies with device§Varies with device
Mobile Bancomer§FINANCE§4.2§278082§70M§10,000,000+§Free§0§Everyone§Finance§July 30, 2018§10.78§4.0.3 and up
Nedbank Money§FINANCE§4.2§6076§32M§500,000+§Free§0§Everyone§Finance§July 28, 2018§4.1.1-0-prod§4.2 and up
SCB EASY§FINANCE§4.2§112656§93M§5,000,000+§Free§0§Everyone§Finance§July 19, 2018§3.9.0§4.1 and up
Itau bank§FINANCE§4.2§957973§40M§10,000,000+§Free§0§Everyone§Finance§July 30, 2018§6.5.7§4.2 and up
BBVA Spain§FINANCE§4.2§36746§Varies with device§5,000,000+§Free§0§Everyone§Finance§July 24, 2018§Varies with device§Varies with device
MyMo by GSB§FINANCE§4.2§21996§14M§1,000,000+§Free§0§Everyone§Finance§July 19, 2018§1.17.2§4.0.3 and up
Google Pay§FINANCE§4.2§347838§Varies with device§100,000,000+§Free§0§Everyone§Finance§July 26, 2018§2.70.206190089§Varies with device
WiseBanyan - Invest For Free§FINANCE§4.2§257§44M§10,000+§Free§0§Everyone§Finance§July 31, 2018§2.2.12§4.4W and up
Wells Fargo Daily Change§FINANCE§4.2§283§5.0M§100,000+§Free§0§Everyone§Finance§April 26, 2018§2.5.0.26§5.0 and up
Stash: Invest. Learn. Save.§FINANCE§4.2§11919§23M§1,000,000+§Free§0§Everyone§Finance§July 27, 2018§1.13.2.11§4.4 and up
Google Pay§FINANCE§4.2§347838§Varies with device§100,000,000+§Free§0§Everyone§Finance§July 26, 2018§2.70.206190089§Varies with device
Wells Fargo Daily Change§FINANCE§4.2§283§5.0M§100,000+§Free§0§Everyone§Finance§April 26, 2018§2.5.0.26§5.0 and up
Bluebird by American Express§FINANCE§4.2§15703§Varies with device§1,000,000+§Free§0§Everyone§Finance§July 25, 2018§Varies with device§Varies with device
Walmart MoneyCard§FINANCE§4.2§6148§10M§1,000,000+§Free§0§Everyone§Finance§June 1, 2018§1.14.1§4.1 and up
CNBC: Breaking Business News & Live Market Data§FINANCE§4.2§24647§Varies with device§1,000,000+§Free§0§Everyone§Finance§July 13, 2018§Varies with device§Varies with device
NetSpend Prepaid§FINANCE§4.2§15993§45M§1,000,000+§Free§0§Everyone§Finance§May 9, 2018§4.10.0§4.4 and up
Huntington Mobile§FINANCE§4.2§11264§24M§1,000,000+§Free§0§Everyone§Finance§June 26, 2018§5.2.203§4.2 and up
Google Pay§FINANCE§4.2§347874§Varies with device§100,000,000+§Free§0§Everyone§Finance§July 26, 2018§2.70.206190089§Varies with device
HDFC Bank MobileBanking§FINANCE§4.2§208463§Varies with device§10,000,000+§Free§0§Everyone§Finance§July 26, 2018§Varies with device§Varies with device
Dunkin' Donuts§FOOD_AND_DRINK§4.2§68103§66M§1,000,000+§Free§0§Everyone§Food & Drink§June 20, 2018§5.0.0§4.4 and up
Panera Bread§FOOD_AND_DRINK§4.2§10159§36M§1,000,000+§Free§0§Everyone§Food & Drink§July 17, 2018§4.3.3§5.0 and up
Dr. Oetker recipe ideas§FOOD_AND_DRINK§4.2§8509§17M§1,000,000+§Free§0§Everyone§Food & Drink§July 12, 2018§3.5.5§4.0.3 and up
Caviar - Food Delivery§FOOD_AND_DRINK§4.2§3755§8.5M§100,000+§Free§0§Everyone§Food & Drink§July 20, 2018§2.4.11§6.0 and up
Uber Eats: Local Food Delivery§FOOD_AND_DRINK§4.2§333208§34M§10,000,000+§Free§0§Everyone§Food & Drink§August 1, 2018§1.161.10002§5.0 and up
Aunjai i lert u§HEALTH_AND_FITNESS§4.2§1140§5.5M§500,000+§Free§0§Teen§Health & Fitness§January 10, 2017§1.5§3.0 and up
BetterMe: Weight Loss Workouts§HEALTH_AND_FITNESS§4.2§14709§15M§5,000,000+§Free§0§Everyone§Health & Fitness§July 26, 2018§2.8.2§5.0 and up
Weight Watchers Mobile§HEALTH_AND_FITNESS§4.2§270267§58M§5,000,000+§Free§0§Everyone§Health & Fitness§July 31, 2018§6.15.0§4.1 and up
Workout Trainer: fitness coach§HEALTH_AND_FITNESS§4.2§100406§Varies with device§10,000,000+§Free§0§Everyone§Health & Fitness§June 30, 2018§Varies with device§Varies with device
Free Meditation - Take a Break§HEALTH_AND_FITNESS§4.2§1608§39M§100,000+§Free§0§Everyone§Health & Fitness§July 28, 2016§6.7§2.3.3 and up
ViewRanger - Hike, Ride or Walk§HEALTH_AND_FITNESS§4.2§34356§Varies with device§1,000,000+§Free§0§Everyone§Health & Fitness§July 31, 2018§Varies with device§Varies with device
Weight Watchers Mobile§HEALTH_AND_FITNESS§4.2§270294§58M§5,000,000+§Free§0§Everyone§Health & Fitness§July 31, 2018§6.15.0§4.1 and up
Workout Trainer: fitness coach§HEALTH_AND_FITNESS§4.2§100406§Varies with device§10,000,000+§Free§0§Everyone§Health & Fitness§June 30, 2018§Varies with device§Varies with device
Food Calorie Calculator§HEALTH_AND_FITNESS§4.2§1324§4.0M§100,000+§Free§0§Everyone§Health & Fitness§January 29, 2018§10.2.0§4.0 and up
Weight Watchers Mobile§HEALTH_AND_FITNESS§4.2§270294§58M§5,000,000+§Free§0§Everyone§Health & Fitness§July 31, 2018§6.15.0§4.1 and up
Food Calorie Calculator§HEALTH_AND_FITNESS§4.2§1324§4.0M§100,000+§Free§0§Everyone§Health & Fitness§January 29, 2018§10.2.0§4.0 and up
7 Cups: Anxiety & Stress Chat§HEALTH_AND_FITNESS§4.2§13799§Varies with device§500,000+§Free§0§Teen§Health & Fitness§July 31, 2018§Varies with device§Varies with device
Apartments & Rentals - Zillow§HOUSE_AND_HOME§4.2§27386§Varies with device§1,000,000+§Free§0§Everyone§House & Home§June 21, 2018§Varies with device§Varies with device
LIFULL HOME'S§HOUSE_AND_HOME§4.2§7573§18M§1,000,000+§Free§0§Everyone§House & Home§July 25, 2018§8.2.1§4.2 and up
iProperty Malaysia§HOUSE_AND_HOME§4.2§809§7.8M§100,000+§Free§0§Everyone§House & Home§July 25, 2018§1.6.1.2§4.0 and up
Apartments & Rentals - Zillow§HOUSE_AND_HOME§4.2§27387§Varies with device§1,000,000+§Free§0§Everyone§House & Home§June 21, 2018§Varies with device§Varies with device
Cardboard§LIBRARIES_AND_DEMO§4.2§130272§50M§10,000,000+§Free§0§Everyone§Libraries & Demo§March 14, 2016§1.8§4.1 and up
Barcode Scanner§LIBRARIES_AND_DEMO§4.2§3945§9.4M§500,000+§Free§0§Everyone§Libraries & Demo§January 9, 2018§4.2.2§3.2 and up
Anime Avatar Creator: Make Your Own Avatar§LIFESTYLE§4.2§10944§36M§1,000,000+§Free§0§Everyone§Lifestyle§June 15, 2018§2.0§4.1 and up
w UN map§LIFESTYLE§4.2§23164§10.0M§1,000,000+§Free§0§Mature 17+§Lifestyle§July 24, 2018§2.6§5.0 and up
Wedding LookBook by The Knot§LIFESTYLE§4.2§3448§13M§100,000+§Free§0§Everyone§Lifestyle§July 9, 2018§3.9.5§4.0.3 and up
Wedding Planner by WeddingWire - Venues, Checklist§LIFESTYLE§4.2§3788§44M§1,000,000+§Free§0§Everyone§Lifestyle§July 24, 2018§8.5.1§5.0 and up
Etta Homes§LIFESTYLE§4.2§220§15M§50,000+§Free§0§Everyone§Lifestyle§July 26, 2018§9.1.0§5.0 and up
Sotheby's International Realty§LIFESTYLE§4.2§894§25M§50,000+§Free§0§Everyone§Lifestyle§April 9, 2018§5.600.42§4.0.3 and up
Hello Kitty Nail Salon§GAME§4.2§369203§24M§50,000,000+§Free§0§Everyone§Casual;Pretend Play§April 17, 2018§1.5§4.1 and up
Helix Jump§GAME§4.2§1497361§33M§100,000,000+§Free§0§Everyone§Action§April 9, 2018§1.0.6§4.1 and up
Block Puzzle Classic Legend !§GAME§4.2§17039§4.9M§5,000,000+§Free§0§Everyone§Puzzle§April 13, 2018§2.9§2.3.3 and up
